Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Cz (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-2615,1,,,,,,,,-2,,,,,,,,8,,,,,
,270,-1,,,,,,,,,,,,,,,,-2,,,,,
,-84,-32,,,,,,,,-1,,,,,,,,-6,,,,,
,82,-2,,,,,,,,11,,,,,,,,,,,,,
,-223,8,,,,,,,,-19,,,,,,,,6,,,,,
,-296,-5,,,,,,,,1,,,,,,,,-1,,,,,
,764,-12,,,,,,,,3,,,,,,,,-4,,,,,
,1744,1,,,,,,,,8,,,,,,,,1,,,,,
,-2835,12,,,,,,,,-4,,,,,,,,-4,,,,,
,703,-2,,,,,,,,9,,,,,,,,12,,,,,
,623,9,,,,,,,,-5,,,,,,,,-1,,,,,
,-1391,-38,,,,,,,,2,,,,,,,,-3,,,,,
,619,-1,,,,,,,,-8,,,,,,,,7,,,,,
,-198,2,,,,,,,,-4,,,,,,,,4,,,,,
,-183,18,,,,,,,,9,,,,,,,,-9,,,,,
,229,-31,,,,,,,,-5,,,,,,,,4,,,,,
,570,1,,,,,,,,3,,,,,,,,-5,,,,,
,-430,10,,,,,,,,7,,,,,,,,-5,,,,,
,385,,,,,,,,,8,,,,,,,,11,,,,,
,-68,-2,,,,,,,,-17,,,,,,,,2,,,,,
,459,-9,,,,,,,,2,,,,,,,,-6,,,,,
,833,-11,,,,,,,,4,,,,,,,,-3,,,,,
,-1508,-3,,,,,,,,,,,,,,,,-3,,,,,
,346,-4,,,,,,,,1,,,,,,,,9,,,,,
,38,-1,,,,,,,,-8,,,,,,,,1,,,,,
,218,-1,,,,,,,,11,,,,,,,,-1,,,,,
,-355,,,,,,,,,-10,,,,,,,,-4,,,,,
,-211,,,,,,,,,-9,,,,,,,,,,,,,
,-347,-11,,,,,,,,17,,,,,,,,5,,,,,
,890,1,,,,,,,,-1,,,,,,,,4,,,,,
,-866,-22,,,,,,,,-7,,,,,,,,-10,,,,,
,890,22,,,,,,,,-4,,,,,,,,3,,,,,
,-1008,1,,,,,,,,12,,,,,,,,5,,,,,
,575,-21,,,,,,,,-9,,,,,,,,-8,,,,,
,333,-11,,,,,,,,-3,,,,,,,,4,,,,,
,-475,11,,,,,,,,4,,,,,,,,10,,,,,
,667,1,,,,,,,,1,,,,,,,,-6,,,,,
,-602,,,,,,,,,8,,,,,,,,-13,,,,,
,248,-11,,,,,,,,-14,,,,,,,,5,,,,,
,-636,11,,,,,,,,3,,,,,,,,-5,,,,,
,545,-12,,,,,,,,2,,,,,,,,-5,,,,,
,-663,-21,,,,,,,,-5,,,,,,,,11,,,,,
,-5,1,,,,,,,,3,,,,,,,,-5,,,,,
,97,-11,,,,,,,,3,,,,,,,,9,,,,,
,83,-1,,,,,,,,-8,,,,,,,,-2,,,,,
,-109,12,,,,,,,,-1,,,,,,,,-3,,,,,
,3035,16,,,,,,,,-5,,,,,,,,-2,,,,,
,-3344,-12,,,,,,,,8,,,,,,,,-3,,,,,
,674,-14,,,,,,,,7,,,,,,,,6,,,,,
,259,,,,,,,,,-5,,,,,,,,2,,,,,
,238,-21,,,,,,,,5,,,,,,,,-5,,,,,
,113,1,,,,,,,,-1,,,,,,,,8,,,,,
,98,,,,,,,,,12,,,,,,,,-6,,,,,
,-1162,-1,,,,,,,,-8,,,,,,,,,,,,,
,392,1,,,,,,,,-8,,,,,,,,-6,,,,,
,1875,-11,,,,,,,,-7,,,,,,,,4,,,,,
,-2588,-5,,,,,,,,-5,,,,,,,,,,,,,
,808,14,,,,,,,,9,,,,,,,,-13,,,,,
,-552,2,,,,,,,,-2,,,,,,,,5,,,,,
,1089,-34,,,,,,,,-7,,,,,,,,12,,,,,
,-321,23,,,,,,,,9,,,,,,,,-5,,,,,
,1164,-1,,,,,,,,10,,,,,,,,-4,,,,,
,-1055,-16,,,,,,,,5,,,,,,,,3,,,,,
,-158,-15,,,,,,,,,,,,,,,,1,,,,,
,-15,1,,,,,,,,-7,,,,,,,,9,,,,,
,2208,,,,,,,,,-12,,,,,,,,-3,,,,,
,-3193,11,,,,,,,,17,,,,,,,,-1,,,,,
,605,-12,,,,,,,,5,,,,,,,,9,,,,,
,379,12,,,,,,,,-18,,,,,,,,-4,,,,,
,,-31,,,,,,,,10,,,,,,,,-4,,,,,
,-383,-1,,,,,,,,,,,,,,,,-3,,,,,
,289,12,,,,,,,,-1,,,,,,,,,,,,,
,715,-11,,,,,,,,-2,,,,,,,,-6,,,,,
,-998,,,,,,,,,-12,,,,,,,,12,,,,,
,536,,,,,,,,,9,,,,,,,,2,,,,,
,-526,-10,,,,,,,,7,,,,,,,,-5,,,,,
,515,-1,,,,,,,,-3,,,,,,,,-4,,,,,
,765,11,,,,,,,,10,,,,,,,,2,,,,,
,-513,-10,,,,,,,,-17,,,,,,,,,,,,,
,-37,-21,,,,,,,,-5,,,,,,,,7,,,,,
,-575,21,,,,,,,,11,,,,,,,,-10,,,,,
,1,,,,,,,,,-1,,,,,,,,-3,,,,,
,611,-31,,,,,,,,2,,,,,,,,-4,,,,,
,-689,-3,,,,,,,,8,,,,,,,,1,,,,,
,-398,3,,,,,,,,-10,,,,,,,,11,,,,,
,1498,2,,,,,,,,-7,,,,,,,,-1,,,,,
,-822,-2,,,,,,,,-6,,,,,,,,4,,,,,
,-260,7,,,,,,,,9,,,,,,,,4,,,,,
,-272,-8,,,,,,,,9,,,,,,,,-14,,,,,
,-171,-22,,,,,,,,-6,,,,,,,,5,,,,,
,-511,24,,,,,,,,-19,,,,,,,,5,,,,,
,481,-21,,,,,,,,14,,,,,,,,-6,,,,,
,559,-13,,,,,,,,25,,,,,,,,4,,,,,
,-992,2,,,,,,,,-10,,,,,,,,-1,,,,,
,169,,,,,,,,,5,,,,,,,,-3,,,,,
,1083,9,,,,,,,,-14,,,,,,,,,,,,,
,161,16,,,,,,,,4,,,,,,,,3,,,,,
,-242,-45,,,,,,,,-9,,,,,,,,-5,,,,,
,-451,-1,,,,,,,,9,,,,,,,,,,,,,
,-475,1,,,,,,,,-1,,,,,,,,5,,,,,
,280,,,,,,,,,-8,,,,,,,,5,,,,,
,408,-11,,,,,,,,4,,,,,,,,1,,,,,
,-71,11,,,,,,,,6,,,,,,,,-4,,,,,
,86,-10,,,,,,,,-3,,,,,,,,1,,,,,
,-597,-1,,,,,,,,-8,,,,,,,,-3,,,,,
,284,,,,,,,,,-8,,,,,,,,-8,,,,,
,5250,6,,,,,,,,10,,,,,,,,,,,,,
,-3452,-5,,,,,,,,-1,,,,,,,,3,,,,,
,-2161,-23,,,,,,,,2,,,,,,,,12,,,,,
,614,-1,,,,,,,,-4,,,,,,,,-12,,,,,
,-230,3,,,,,,,,-14,,,,,,,,1,,,,,
,22,19,,,,,,,,26,,,,,,,,-1,,,,,
,35,-9,,,,,,,,9,,,,,,,,-1,,,,,
,25,,,,,,,,,-19,,,,,,,,1,,,,,
,2664,-1,,,,,,,,-3,,,,,,,,-4,,,,,
,-2219,1,,,,,,,,-7,,,,,,,,7,,,,,
,-431,-26,,,,,,,,24,,,,,,,,4,,,,,
,-146,7,,,,,,,,-5,,,,,,,,3,,,,,
,514,17,,,,,,,,-2,,,,,,,,-10,,,,,
,-368,-17,,,,,,,,,,,,,,,,-4,,,,,
,-554,-8,,,,,,,,6,,,,,,,,7,,,,,
,-434,-15,,,,,,,,-10,,,,,,,,-2,,,,,
,922,24,,,,,,,,2,,,,,,,,8,,,,,
,2191,-1,,,,,,,,6,,,,,,,,-1,,,,,
,-2656,-33,,,,,,,,-6,,,,,,,,,,,,,
,946,6,,,,,,,,,,,,,,,,5,,,,,
,-1208,-17,,,,,,,,4,,,,,,,,5,,,,,
,2385,,,,,,,,,-11,,,,,,,,-2,,,,,
,-2049,-1,,,,,,,,-9,,,,,,,,-8,,,,,
,1050,,,,,,,,,8,,,,,,,,-8,,,,,
,-848,4,,,,,,,,7,,,,,,,,-5,,,,,
,-700,-4,,,,,,,,14,,,,,,,,-4,,,,,
,451,3,,,,,,,,2,,,,,,,,12,,,,,
,2367,-14,,,,,,,,-18,,,,,,,,-1,,,,,
,-1868,-4,,,,,,,,-6,,,,,,,,9,,,,,
,2382,-13,,,,,,,,14,,,,,,,,6,,,,,
,-3344,1,,,,,,,,-5,,,,,,,,-11,,,,,
,970,-3,,,,,,,,9,,,,,,,,-24,,,,,
,251,-3,,,,,,,,1,,,,,,,,8,,,,,
,599,,,,,,,,,-4,,,,,,,,9,,,,,
,-1484,-11,,,,,,,,-12,,,,,,,,6,,,,,
,618,13,,,,,,,,3,,,,,,,,-10,,,,,
,-433,-1,,,,,,,,14,,,,,,,,3,,,,,
,2550,-10,,,,,,,,-15,,,,,,,,,,,,,
,-1907,-20,,,,,,,,-2,,,,,,,,6,,,,,
,-700,6,,,,,,,,-9,,,,,,,,3,,,,,
,676,19,,,,,,,,10,,,,,,,,-9,,,,,
,355,-23,,,,,,,,8,,,,,,,,-17,,,,,
,-1171,-15,,,,,,,,-10,,,,,,,,16,,,,,
,1445,13,,,,,,,,2,,,,,,,,-5,,,,,
,-569,,,,,,,,,-2,,,,,,,,10,,,,,
,493,-1,,,,,,,,-9,,,,,,,,1,,,,,
,47,-12,,,,,,,,7,,,,,,,,-11,,,,,
,-1028,3,,,,,,,,7,,,,,,,,3,,,,,
,1003,-16,,,,,,,,-8,,,,,,,,7,,,,,
,-742,-4,,,,,,,,-13,,,,,,,,12,,,,,
,-73,19,,,,,,,,7,,,,,,,,-6,,,,,
,4117,-18,,,,,,,,7,,,,,,,,-3,,,,,
,-3372,8,,,,,,,,10,,,,,,,,-2,,,,,
,-811,-7,,,,,,,,1,,,,,,,,-8,,,,,
,31,-2,,,,,,,,-7,,,,,,,,-6,,,,,
,38,-1,,,,,,,,2,,,,,,,,19,,,,,
,312,1,,,,,,,,2,,,,,,,,-11,,,,,
,1,-16,,,,,,,,-6,,,,,,,,-11,,,,,
,88,16,,,,,,,,14,,,,,,,,13,,,,,
,-835,-17,,,,,,,,-6,,,,,,,,2,,,,,
,955,2,,,,,,,,1,,,,,,,,1,,,,,
,-474,,,,,,,,,-13,,,,,,,,-4,,,,,
,541,-9,,,,,,,,1,,,,,,,,10,,,,,
,-741,-19,,,,,,,,14,,,,,,,,-10,,,,,
,146,,,,,,,,,-4,,,,,,,,-6,,,,,
,476,23,,,,,,,,-16,,,,,,,,5,,,,,
,1721,-23,,,,,,,,8,,,,,,,,4,,,,,
,-2757,-19,,,,,,,,-1,,,,,,,,7,,,,,
,1448,-2,,,,,,,,3,,,,,,,,-1,,,,,
,-947,39,,,,,,,,16,,,,,,,,2,,,,,
,425,-35,,,,,,,,-8,,,,,,,,1,,,,,
,-783,-15,,,,,,,,-3,,,,,,,,-9,,,,,
,591,18,,,,,,,,1,,,,,,,,-1,,,,,
,264,-5,,,,,,,,8,,,,,,,,2,,,,,
,255,-2,,,,,,,,-1,,,,,,,,-5,,,,,
,-680,4,,,,,,,,-2,,,,,,,,10,,,,,
,420,-13,,,,,,,,-9,,,,,,,,5,,,,,
,-207,-20,,,,,,,,-8,,,,,,,,-24,,,,,
,-926,21,,,,,,,,7,,,,,,,,11,,,,,
,1517,-1,,,,,,,,12,,,,,,,,,,,,,
,-895,-18,,,,,,,,-1,,,,,,,,7,,,,,
,58,-12,,,,,,,,-17,,,,,,,,-1,,,,,
,-333,1,,,,,,,,-5,,,,,,,,6,,,,,
,1349,9,,,,,,,,25,,,,,,,,-4,,,,,
,-531,2,,,,,,,,6,,,,,,,,5,,,,,
,-628,-29,,,,,,,,-20,,,,,,,,-10,,,,,
,466,-2,,,,,,,,12,,,,,,,,-8,,,,,
,-834,16,,,,,,,,-16,,,,,,,,,,,,,
,-62,4,,,,,,,,-4,,,,,,,,9,,,,,
,-223,-5,,,,,,,,8,,,,,,,,1,,,,,
,564,-29,,,,,,,,13,,,,,,,,9,,,,,
,-902,16,,,,,,,,,,,,,,,,-3,,,,,
,548,11,,,,,,,,-9,,,,,,,,-5,,,,,
,1812,,,,,,,,,-8,,,,,,,,-9,,,,,
,388,-16,,,,,,,,10,,,,,,,,1,,,,,
,-2015,-3,,,,,,,,6,,,,,,,,4,,,,,
,829,-14,,,,,,,,-10,,,,,,,,7,,,,,
,-250,11,,,,,,,,,,,,,,,,-6,,,,,
,-958,-12,,,,,,,,11,,,,,,,,-5,,,,,
,1132,1,,,,,,,,-4,,,,,,,,3,,,,,
,-934,1,,,,,,,,8,,,,,,,,8,,,,,
,2503,9,,,,,,,,-18,,,,,,,,4,,,,,
,-1774,9,,,,,,,,-10,,,,,,,,-3,,,,,
,245,-2,,,,,,,,16,,,,,,,,-11,,,,,
,-719,-12,,,,,,,,-7,,,,,,,,-6,,,,,
,272,-15,,,,,,,,5,,,,,,,,10,,,,,
,-67,-1,,,,,,,,12,,,,,,,,3,,,,,
,-285,,,,,,,,,-8,,,,,,,,1,,,,,
,3,,,,,,,,,8,,,,,,,,-1,,,,,
,1324,3,,,,,,,,-8,,,,,,,,12,,,,,
,-1622,-3,,,,,,,,11,,,,,,,,-13,,,,,
,542,1,,,,,,,,-1,,,,,,,,-3,,,,,
,-708,-1,,,,,,,,-20,,,,,,,,-4,,,,,
,852,,,,,,,,,17,,,,,,,,15,,,,,
,282,-34,,,,,,,,-6,,,,,,,,-12,,,,,
,-1003,34,,,,,,,,-9,,,,,,,,-3,,,,,
,-44,1,,,,,,,,-2,,,,,,,,18,,,,,
,-105,-34,,,,,,,,11,,,,,,,,-13,,,,,
,1299,,,,,,,,,-8,,,,,,,,-12,,,,,
,-1082,6,,,,,,,,-4,,,,,,,,15,,,,,
,519,-6,,,,,,,,-12,,,,,,,,-6,,,,,
,-892,-1,,,,,,,,1,,,,,,,,10,,,,,
,840,1,,,,,,,,18,,,,,,,,-12,,,,,
,-220,-14,,,,,,,,14,,,,,,,,-5,,,,,
,96,,,,,,,,,-17,,,,,,,,6,,,,,
,-451,-13,,,,,,,,9,,,,,,,,5,,,,,
,-48,13,,,,,,,,-3,,,,,,,,11,,,,,
,885,-30,,,,,,,,-7,,,,,,,,-9,,,,,
,429,3,,,,,,,,-3,,,,,,,,-3,,,,,
,-569,-3,,,,,,,,9,,,,,,,,3,,,,,
,689,,,,,,,,,7,,,,,,,,,,,,,
,-11,13,,,,,,,,2,,,,,,,,-12,,,,,
,1953,-13,,,,,,,,-10,,,,,,,,9,,,,,
,-3298,-13,,,,,,,,9,,,,,,,,6,,,,,
,967,17,,,,,,,,-20,,,,,,,,-3,,,,,
,-735,-22,,,,,,,,12,,,,,,,,-2,,,,,
,520,-13,,,,,,,,1,,,,,,,,5,,,,,
,-454,-1,,,,,,,,-11,,,,,,,,7,,,,,
,114,19,,,,,,,,-3,,,,,,,,-7,,,,,
,296,-18,,,,,,,,2,,,,,,,,-7,,,,,
,-542,4,,,,,,,,8,,,,,,,,-1,,,,,
,63,-4,,,,,,,,3,,,,,,,,1,,,,,
,337,4,,,,,,,,-6,,,,,,,,-14,,,,,
,238,-21,,,,,,,,12,,,,,,,,11,,,,,
,586,22,,,,,,,,-4,,,,,,,,5,,,,,
,996,-5,,,,,,,,-5,,,,,,,,-2,,,,,
,-2349,-2,,,,,,,,8,,,,,,,,1,,,,,
,507,-24,,,,,,,,-1,,,,,,,,-5,,,,,
,220,7,,,,,,,,-10,,,,,,,,8,,,,,
,654,6,,,,,,,,-19,,,,,,,,-2,,,,,
,-1311,-1,,,,,,,,20,,,,,,,,4,,,,,
,468,-3,,,,,,,,2,,,,,,,,-3,,,,,
,-420,-30,,,,,,,,-3,,,,,,,,3,,,,,
,563,5,,,,,,,,,,,,,,,,1,,,,,
,3148,16,,,,,,,,-23,,,,,,,,-6,,,,,
,-3107,-31,,,,,,,,23,,,,,,,,,,,,,
,170,15,,,,,,,,15,,,,,,,,-3,,,,,
,-314,-7,,,,,,,,3,,,,,,,,-2,,,,,
,-327,2,,,,,,,,-15,,,,,,,,6,,,,,
,42,1,,,,,,,,-3,,,,,,,,2,,,,,
,593,-1,,,,,,,,-3,,,,,,,,-16,,,,,
,1817,-32,,,,,,,,5,,,,,,,,4,,,,,
,-2618,21,,,,,,,,-7,,,,,,,,4,,,,,
,-277,-21,,,,,,,,-8,,,,,,,,4,,,,,
,151,4,,,,,,,,11,,,,,,,,2,,,,,
,517,-4,,,,,,,,14,,,,,,,,-8,,,,,
,-881,,,,,,,,,-7,,,,,,,,3,,,,,
,516,-13,,,,,,,,-6,,,,,,,,-5,,,,,
,-649,2,,,,,,,,12,,,,,,,,-5,,,,,
,726,11,,,,,,,,-23,,,,,,,,5,,,,,
,-38,,,,,,,,,20,,,,,,,,9,,,,,
,1379,-31,,,,,,,,-1,,,,,,,,-3,,,,,
,-1565,20,,,,,,,,-17,,,,,,,,8,,,,,
,1386,-20,,,,,,,,24,,,,,,,,1,,,,,
,-1375,18,,,,,,,,2,,,,,,,,7,,,,,
,708,-18,,,,,,,,-12,,,,,,,,-14,,,,,
,-759,,,,,,,,,-9,,,,,,,,6,,,,,
,427,-13,,,,,,,,9,,,,,,,,5,,,,,
,-244,18,,,,,,,,-3,,,,,,,,-9,,,,,
,624,-2,,,,,,,,-4,,,,,,,,1,,,,,
,-517,-3,,,,,,,,9,,,,,,,,3,,,,,
,-151,-9,,,,,,,,-11,,,,,,,,-3,,,,,
,1543,-26,,,,,,,,-17,,,,,,,,-1,,,,,
,-1638,5,,,,,,,,20,,,,,,,,,,,,,
,59,,,,,,,,,12,,,,,,,,-1,,,,,
,-300,,,,,,,,,-4,,,,,,,,11,,,,,
,1075,12,,,,,,,,3,,,,,,,,4,,,,,
,-304,-25,,,,,,,,-6,,,,,,,,-19,,,,,
,887,17,,,,,,,,-7,,,,,,,,,,,,,
,-638,-1,,,,,,,,9,,,,,,,,9,,,,,
,514,-3,,,,,,,,9,,,,,,,,-4,,,,,
,-1403,-32,,,,,,,,-2,,,,,,,,-7,,,,,
,224,19,,,,,,,,-1,,,,,,,,9,,,,,
,276,-18,,,,,,,,-1,,,,,,,,-6,,,,,
,-113,-9,,,,,,,,-2,,,,,,,,-2,,,,,
,-3,9,,,,,,,,12,,,,,,,,4,,,,,
,-246,-4,,,,,,,,-12,,,,,,,,-3,,,,,
,344,9,,,,,,,,-8,,,,,,,,4,,,,,
,-440,-15,,,,,,,,,,,,,,,,-5,,,,,
,288,10,,,,,,,,1,,,,,,,,3,,,,,
,90,-53,,,,,,,,5,,,,,,,,4,,,,,
,595,-1,,,,,,,,7,,,,,,,,-3,,,,,
,-908,45,,,,,,,,-2,,,,,,,,-1,,,,,
,391,-43,,,,,,,,-3,,,,,,,,-7,,,,,
,-442,-2,,,,,,,,-6,,,,,,,,13,,,,,
,2869,,,,,,,,,-7,,,,,,,,4,,,,,
,-1533,38,,,,,,,,6,,,,,,,,-12,,,,,
,-1016,-37,,,,,,,,-9,,,,,,,,-2,,,,,
,-71,24,,,,,,,,8,,,,,,,,5,,,,,
,3254,-35,,,,,,,,-2,,,,,,,,-10,,,,,
,-3277,-20,,,,,,,,,,,,,,,,7,,,,,
,361,-3,,,,,,,,-1,,,,,,,,11,,,,,
,-164,4,,,,,,,,3,,,,,,,,-14,,,,,
,-244,-11,,,,,,,,-2,,,,,,,,3,,,,,
,713,9,,,,,,,,7,,,,,,,,-3,,,,,
,-453,-11,,,,,,,,7,,,,,,,,4,,,,,
,433,,,,,,,,,-18,,,,,,,,11,,,,,
,-721,12,,,,,,,,1,,,,,,,,-10,,,,,
,-323,-11,,,,,,,,5,,,,,,,,3,,,,,
,911,9,,,,,,,,-1,,,,,,,,-7,,,,,
,-1159,-29,,,,,,,,3,,,,,,,,-3,,,,,
,1340,21,,,,,,,,11,,,,,,,,2,,,,,
,392,-19,,,,,,,,-10,,,,,,,,5,,,,,
,1721,6,,,,,,,,-8,,,,,,,,,,,,,
,-2979,-20,,,,,,,,6,,,,,,,,-3,,,,,
,158,2,,,,,,,,12,,,,,,,,4,,,,,
,-581,10,,,,,,,,-7,,,,,,,,13,,,,,
,2802,2,,,,,,,,-8,,,,,,,,-4,,,,,
,-2374,-1,,,,,,,,10,,,,,,,,-12,,,,,
,636,-33,,,,,,,,-13,,,,,,,,7,,,,,
,-714,-1,,,,,,,,12,,,,,,,,-7,,,,,
,998,23,,,,,,,,-10,,,,,,,,2,,,,,
,-79,-2,,,,,,,,-1,,,,,,,,9,,,,,
,-1021,-16,,,,,,,,-1,,,,,,,,-7,,,,,
,952,-2,,,,,,,,-1,,,,,,,,-12,,,,,
,-765,-12,,,,,,,,14,,,,,,,,10,,,,,
,825,6,,,,,,,,-9,,,,,,,,-2,,,,,
,956,-5,,,,,,,,5,,,,,,,,5,,,,,
,-1557,10,,,,,,,,-1,,,,,,,,,,,,,
,432,-30,,,,,,,,5,,,,,,,,-10,,,,,
,108,-3,,,,,,,,2,,,,,,,,13,,,,,
,-502,24,,,,,,,,-8,,,,,,,,5,,,,,
,380,-20,,,,,,,,-4,,,,,,,,-8,,,,,
,-360,-14,,,,,,,,7,,,,,,,,2,,,,,
,-360,14,,,,,,,,5,,,,,,,,-2,,,,,
,-268,-1,,,,,,,,6,,,,,,,,-6,,,,,
,1322,-11,,,,,,,,1,,,,,,,,4,,,,,
,-452,,,,,,,,,-14,,,,,,,,5,,,,,
,1010,1,,,,,,,,-8,,,,,,,,-6,,,,,
,-1869,-21,,,,,,,,13,,,,,,,,2,,,,,
,814,21,,,,,,,,5,,,,,,,,1,,,,,
,257,-1,,,,,,,,-13,,,,,,,,5,,,,,
,1505,-21,,,,,,,,-9,,,,,,,,-6,,,,,
,-2548,1,,,,,,,,15,,,,,,,,1,,,,,
,514,,,,,,,,,-1,,,,,,,,-4,,,,,
,-361,-10,,,,,,,,-3,,,,,,,,-11,,,,,
,2884,9,,,,,,,,-14,,,,,,,,11,,,,,
,-2668,-1,,,,,,,,7,,,,,,,,-1,,,,,
,184,-27,,,,,,,,18,,,,,,,,-1,,,,,
,696,-4,,,,,,,,-10,,,,,,,,1,,,,,
,-1404,2,,,,,,,,-13,,,,,,,,3,,,,,
,441,1,,,,,,,,11,,,,,,,,3,,,,,
,615,-1,,,,,,,,7,,,,,,,,12,,,,,
,96,16,,,,,,,,11,,,,,,,,-20,,,,,
,-485,-16,,,,,,,,-14,,,,,,,,-5,,,,,
,-192,-11,,,,,,,,-9,,,,,,,,8,,,,,
,609,1,,,,,,,,1,,,,,,,,2,,,,,
,-1363,1,,,,,,,,6,,,,,,,,6,,,,,
,792,-22,,,,,,,,-1,,,,,,,,-16,,,,,
,-378,21,,,,,,,,-7,,,,,,,,14,,,,,
,170,,,,,,,,,6,,,,,,,,8,,,,,
,-189,-31,,,,,,,,,,,,,,,,-3,,,,,
,-118,11,,,,,,,,6,,,,,,,,-12,,,,,
,516,,,,,,,,,6,,,,,,,,-8,,,,,
,189,-12,,,,,,,,-3,,,,,,,,6,,,,,
,-173,2,,,,,,,,5,,,,,,,,8,,,,,
,-404,-1,,,,,,,,-14,,,,,,,,-6,,,,,
,160,,,,,,,,,2,,,,,,,,-6,,,,,
,427,-22,,,,,,,,19,,,,,,,,11,,,,,
,66,23,,,,,,,,-4,,,,,,,,9,,,,,
,-2,-1,,,,,,,,-18,,,,,,,,-7,,,,,
,979,-32,,,,,,,,-2,,,,,,,,2,,,,,
,-513,2,,,,,,,,1,,,,,,,,-1,,,,,
,-926,11,,,,,,,,3,,,,,,,,-4,,,,,
,629,-1,,,,,,,,1,,,,,,,,-4,,,,,
,-333,-10,,,,,,,,5,,,,,,,,5,,,,,
,-521,11,,,,,,,,1,,,,,,,,3,,,,,
,261,-32,,,,,,,,-14,,,,,,,,1,,,,,
,-182,18,,,,,,,,6,,,,,,,,3,,,,,
,2691,-17,,,,,,,,-3,,,,,,,,,,,,,
,-1976,1,,,,,,,,3,,,,,,,,5,,,,,
,-387,-13,,,,,,,,4,,,,,,,,-8,,,,,
,1049,,,,,,,,,3,,,,,,,,-10,,,,,
,-880,12,,,,,,,,-1,,,,,,,,1,,,,,
,1523,-12,,,,,,,,-13,,,,,,,,9,,,,,
,-1831,,,,,,,,,9,,,,,,,,-5,,,,,
,366,1,,,,,,,,9,,,,,,,,8,,,,,
,116,-1,,,,,,,,-2,,,,,,,,5,,,,,
,205,-19,,,,,,,,-14,,,,,,,,-18,,,,,
,2513,1,,,,,,,,11,,,,,,,,-11,,,,,
,-3540,1,,,,,,,,4,,,,,,,,15,,,,,
,-30,-15,,,,,,,,-20,,,,,,,,6,,,,,
,607,2,,,,,,,,-11,,,,,,,,3,,,,,
,-239,,,,,,,,,16,,,,,,,,1,,,,,
,241,12,,,,,,,,12,,,,,,,,-4,,,,,
,-312,,,,,,,,,-2,,,,,,,,-12,,,,,
,65,-11,,,,,,,,-6,,,,,,,,4,,,,,
,3800,-2,,,,,,,,,,,,,,,,-4,,,,,
,-3654,-11,,,,,,,,3,,,,,,,,-3,,,,,
,-86,-7,,,,,,,,-3,,,,,,,,8,,,,,
,-362,-2,,,,,,,,18,,,,,,,,5,,,,,
,209,,,,,,,,,-2,,,,,,,,-10,,,,,
,575,2,,,,,,,,-11,,,,,,,,7,,,,,
,-629,-11,,,,,,,,-1,,,,,,,,3,,,,,
,1954,-1,,,,,,,,6,,,,,,,,-8,,,,,
,-1520,11,,,,,,,,-5,,,,,,,,-7,,,,,
,-419,-13,,,,,,,,3,,,,,,,,7,,,,,
,136,8,,,,,,,,2,,,,,,,,3,,,,,
,-382,-16,,,,,,,,-10,,,,,,,,1,,,,,
,110,1,,,,,,,,8,,,,,,,,-2,,,,,
,711,-12,,,,,,,,-10,,,,,,,,-9,,,,,
,-160,21,,,,,,,,-1,,,,,,,,15,,,,,
,2152,,,,,,,,,-1,,,,,,,,4,,,,,
,-3217,-30,,,,,,,,9,,,,,,,,-1,,,,,
,282,20,,,,,,,,6,,,,,,,,-10,,,,,
,192,,,,,,,,,,,,,,,,,,,,,,
,2897,-26,,,,,,,,-6,,,,,,,,,,,,,
,-2826,7,,,,,,,,20,,,,,,,,-1,,,,,
,75,-27,,,,,,,,-4,,,,,,,,1,,,,,
,402,27,,,,,,,,-18,,,,,,,,6,,,,,
,-469,,,,,,,,,2,,,,,,,,2,,,,,
,377,-8,,,,,,,,10,,,,,,,,7,,,,,
,-315,8,,,,,,,,-7,,,,,,,,,,,,,
,1372,-44,,,,,,,,4,,,,,,,,-10,,,,,
,-1199,3,,,,,,,,9,,,,,,,,-3,,,,,
,-92,-3,,,,,,,,2,,,,,,,,2,,,,,
,332,19,,,,,,,,-16,,,,,,,,-3,,,,,
,653,-19,,,,,,,,4,,,,,,,,11,,,,,
,-1109,,,,,,,,,5,,,,,,,,-6,,,,,
,945,-2,,,,,,,,-8,,,,,,,,-2,,,,,
,-999,-10,,,,,,,,6,,,,,,,,-2,,,,,
,-103,,,,,,,,,-7,,,,,,,,-2,,,,,
,-314,,,,,,,,,-4,,,,,,,,1,,,,,
,460,-3,,,,,,,,-11,,,,,,,,11,,,,,
,10,-20,,,,,,,,17,,,,,,,,-6,,,,,
,207,4,,,,,,,,14,,,,,,,,,,,,,
,-210,-12,,,,,,,,-13,,,,,,,,-4,,,,,
,21,12,,,,,,,,-5,,,,,,,,2,,,,,
,229,-17,,,,,,,,-12,,,,,,,,2,,,,,
,-561,16,,,,,,,,21,,,,,,,,8,,,,,
,2846,-1,,,,,,,,-6,,,,,,,,-9,,,,,
,-2698,-19,,,,,,,,-13,,,,,,,,-3,,,,,
,-129,9,,,,,,,,15,,,,,,,,13,,,,,
,1171,-22,,,,,,,,-9,,,,,,,,-13,,,,,
